source_row_zero_based,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
93290,7zkgAyL3DS6PE5FWzk3QKM,Vladimir Nechaev,Душевные песни из советских кинофильмов,"Ты рядом со мной - Из к/ф ""Наши соседи""",1,207438,False,0.336,0.315,2,-10.006,0,0.0312,0.875,4.08e-06,0.426,0.454,147.996,3,romance
93292,6xOrcNSwc9pnCcMYJjc4rn,Sergei Lemeshev,Сергей Лемешев. 20 золотых песен,Хотел бы в единое слово,0,121893,False,0.421,0.0908,7,-19.422,0,0.0459,0.979,0.0,0.0836,0.231,93.656,4,romance
93293,1zN6E83l8cwgDlxNhxPAUz,Oleg Pogudin,The Best Songs,Побудь со мной,1,165533,False,0.401,0.076,6,-17.782,0,0.0436,0.938,6.8e-06,0.123,0.122,69.474,3,romance
93295,2nVL8B8ad5rJZGBRuVIKtR,"Nikolai Erdenko;Ансамбль ""Джанг""",Шедевры цыганской музыки. Лучшие цыганские песни,Ехали цыгане,0,106253,False,0.395,0.438,0,-17.157,0,0.0499,0.645,0.0,0.257,0.533,129.316,4,romance
93297,3wty3BBEsbk8zj92IPQ9NO,Nikolai Erdenko,Шедевры цыганской песни. Знаменитые цыганские песни,На траве туман,0,317786,False,0.287,0.261,7,-18.994,0,0.0455,0.776,0.0519,0.0973,0.146,140.712,4,romance
93298,0gmV4mbtJsmveGlVAdLGho,Nikolai Erdenko;Nikolai Erdenko Gypsy Band,The Famous Songs of Russian Gypsies,"Oj, rucheek, rucheek (A Brook): Rucheek (A Brook)",1,153280,False,0.36,0.815,2,-12.779,1,0.146,0.46,0.0,0.365,0.439,122.176,4,romance
93299,0egeqq8xpExQHfPNuXfNfD,Vladimir Nechaev,"Russian Legends - Vladimir Nechaev, Volume 1",Ogonyok,0,181800,False,0.433,0.307,10,-14.509,1,0.0475,0.992,0.174,0.2,0.536,127.73,4,romance
93300,3J4hiQsMvNGbgx9TndlQcU,Tatiana and Sergey Nikitin,Brich-Mulla Vol.1,Two Women,4,151560,False,0.679,0.175,5,-17.052,1,0.111,0.955,0.000158,0.101,0.646,124.477,4,romance
93301,6sSFydXXbEIaqR4n3XUQuz,Nikolai Erdenko,Шедевры цыганской песни. Знаменитые цыганские песни,"О, день",1,156000,False,0.308,0.483,10,-15.63,1,0.0742,0.854,0.017,0.423,0.687,91.738,4,romance
93302,5MNxzyo5mrSoy3UkL9wbvT,Tatiana and Sergey Nikitin,Brich-Mulla Vol.1,Brich-Mulla,4,283872,False,0.74,0.23,0,-13.538,0,0.127,0.837,0.0,0.0949,0.765,133.99,4,romance
93304,1RTNUU0YYocc0YwoLkEMq6,Николай Рыбников,4 ноября. День народного единства,"Марш высотников - Из к/ф ""Высота""",0,53472,False,0.653,0.466,5,-9.439,1,0.0666,0.748,3.96e-05,0.322,0.882,121.245,4,romance
93305,0wgC0qJgCGHdA5H8bauIK7,Mikhail Vavich,"Russkie narodnye pesni, Ch. 1",Jablochko,0,163083,False,0.715,0.491,11,-5.705,0,0.133,0.993,0.0099,0.222,0.811,113.385,4,romance
93306,31V8fcY1mQGjqDIrFSNy2w,Александр Цфасман;Павел Михайлов,Избранное,Тебя здесь нет,0,177240,False,0.473,0.224,4,-15.187,0,0.0389,0.977,0.0383,0.128,0.571,124.432,4,romance
93307,5mplGTxbzVHglczrA1l9qG,Sergei Lemeshev,Любимые русские романсы,Выхожу один я на дорогу,0,258324,False,0.304,0.44,4,-8.486,0,0.0566,0.957,0.0,0.687,0.243,92.928,3,romance
93308,51QhZPWIe5gD5PgSV7luyl,Александр Цфасман;Вокальное Трио,Я люблю танцевать,Мечты,0,170893,False,0.373,0.14,5,-20.719,0,0.0506,0.976,0.367,0.156,0.226,117.624,3,romance
93311,3yavilApCRUIKYkIuX8DDk,Валерий Агафонов,Вам девятнадцать лет…,Глядя на луч пурпурного заката,0,201533,False,0.309,0.143,4,-18.305,0,0.0535,0.955,0.111,0.107,0.0632,174.026,4,romance
93312,6hb6tZMwumbYoXVxwEsWRk,Alexander Vertinsky,Velikie ispolniteli Rossii XX veka: Aleksandr Vertinskiy,Ja segodnja smejus' nad soboy,2,168189,False,0.496,0.0237,4,-17.939,0,0.0747,0.992,4.63e-05,0.101,0.117,100.566,3,romance
93313,2jQbiFdf25wYRHcq0JiWRR,"Группа ""Загадка""",Золотая коллекция эстрады. Сиреневый туман,Люблю (Вдыхая розы аромат),1,115706,False,0.621,0.233,7,-8.939,0,0.0696,0.889,2.41e-06,0.13,0.636,127.273,3,romance
93314,2QJmvhnhah2pOFvzJGg7Ro,Alla Bayanova;Давид Ашкенази;Геннадий Разуваев,Алла Баянова: И льётся песня,Я любовь не сберегла,1,175360,False,0.35,0.091,9,-15.221,0,0.0393,0.939,2.12e-06,0.0979,0.227,152.065,4,romance
93317,5ugEAELzfwf3k07D3e1WNN,Владимир Бунчиков,Севастопольский Вальс (1943 - 1961),"Шумит волна, звенит струна",0,168923,False,0.346,0.303,4,-13.245,0,0.0362,0.961,5.55e-06,0.114,0.531,162.172,3,romance
93318,2nVL8B8ad5rJZGBRuVIKtR,"Nikolai Erdenko;Ансамбль ""Джанг""",Шедевры цыганской музыки. Лучшие цыганские песни,Ехали цыгане,0,106253,False,0.395,0.438,0,-17.157,0,0.0499,0.645,0.0,0.257,0.533,129.316,4,romance
93320,6x5sUSnjTj5pqOMEMbIhj8,Алёша Димитриевич,"Шедевры русской эстрады. Мама, я жулика люблю",Я милого узнаю по походочке,0,162186,False,0.484,0.391,7,-14.147,1,0.123,0.92,0.00673,0.203,0.577,181.397,4,romance
93321,0UswNGtK684rqSxXFP18Uw,Vadim Kozin,Последний концерт,"Давно, давно я с Вами не был вместе",0,173693,False,0.518,0.0331,3,-22.008,1,0.093,0.994,0.0183,0.195,0.316,93.295,3,romance
93323,52VSOpFbg4GBpPNNv4ulbP,"Группа ""Загадка""",20 золотых дворовых песен. Разлука,В больнице больная лежала,0,196280,False,0.363,0.154,2,-10.63,0,0.0319,0.901,0.0,0.14,0.411,143.521,3,romance
93324,7GMYzt2h1jUs3PNefSool2,Izabella Jur'eva,Velikie ispolniteli Rossii XX veka: Izabella Jur'eva (Deluxe Version),Laskovo vzgljani,0,164364,False,0.545,0.217,11,-14.524,0,0.0788,0.995,0.338,0.123,0.702,80.063,4,romance
93325,1aW7Cno3iDf1jIraOXLOKJ,Irina Karatcheva,Возвращение. русские романсы,В лунном сияньи,0,125406,False,0.388,0.0369,9,-21.176,0,0.047,0.984,0.0,0.115,0.385,98.997,3,romance
93326,4V1CEf4NktNY6CfHKBqSKy,Vadim Kozin,Velikie ispolniteli Rossii XX veka: Vadim Kozin (Deluxe Version),Kovyl',0,189653,False,0.502,0.0984,2,-15.272,0,0.0918,0.994,0.0128,0.127,0.48,64.687,4,romance
93328,7zkgAyL3DS6PE5FWzk3QKM,Vladimir Nechaev,Душевные песни из советских кинофильмов,"Ты рядом со мной - Из к/ф ""Наши соседи""",1,207438,False,0.336,0.315,2,-10.006,0,0.0312,0.875,4.08e-06,0.426,0.454,147.996,3,romance
93329,7dwSsdCOY36upP3jChvTIJ,Vadim Kozin,Velikie ispolniteli Rossii XX veka: Vadim Kozin (Deluxe Version),Chudo-chudesa,0,180950,False,0.596,0.302,10,-10.254,1,0.104,0.989,0.000277,0.0786,0.81,101.37,3,romance
93330,3Z86aT11fOYi5fNiUxwjgm,"Nikolai Erdenko;Ансамбль ""Джанг""",Шедевры цыганской музыки. Классика цыганской песни,Две женщины,0,240120,False,0.541,0.228,8,-20.177,0,0.0505,0.899,0.434,0.153,0.33,82.514,4,romance
93331,02MRylJ1WAgxzdqfNfdIsR,Oleg Pogudin,Любовь и разлука. Песни Исаака Шварца,"Город пышный, город бедный",0,114600,False,0.446,0.121,4,-12.737,0,0.0414,0.937,0.0,0.125,0.18,107.573,3,romance
93332,6xOrcNSwc9pnCcMYJjc4rn,Sergei Lemeshev,Сергей Лемешев. 20 золотых песен,Хотел бы в единое слово,0,121893,False,0.421,0.0908,7,-19.422,0,0.0459,0.979,0.0,0.0836,0.231,93.656,4,romance
93334,5ybfqo1EiDwIhOvzBfJwx4,Vadim Kozin,Velikie ispolniteli Rossii XX veka: Vadim Kozin (Deluxe Version),Vsegda i vezde za toboju,0,179229,False,0.38,0.137,4,-14.335,0,0.0528,0.989,0.00248,0.113,0.349,94.145,5,romance
93335,4HC6cDv1j6fpbQ6FOPGm7O,Valentina Ponomaryova;Ансамбль ударных инструментов Марка Пекарского;Сергей Скрипка;Государственный Симфонический оркестр кинематографии,Terra Incognita,The Cat that Walked by Himself: First Witchcraft. Dog,0,398200,False,0.34,0.168,1,-25.023,1,0.0895,0.599,0.0369,0.16,0.0372,95.744,4,romance
93336,3wty3BBEsbk8zj92IPQ9NO,Nikolai Erdenko,Шедевры цыганской песни. Знаменитые цыганские песни,На траве туман,0,317786,False,0.287,0.261,7,-18.994,0,0.0455,0.776,0.0519,0.0973,0.146,140.712,4,romance
93337,1zN6E83l8cwgDlxNhxPAUz,Oleg Pogudin,The Best Songs,Побудь со мной,1,165533,False,0.401,0.076,6,-17.782,0,0.0436,0.938,6.8e-06,0.123,0.122,69.474,3,romance
93338,6R0TQQtu4guq2l4p4LIuuC,Sergei Lemeshev,"Romansy: Gori, gori, moja zvezda…",Svidanie,0,196204,False,0.29,0.306,10,-9.223,0,0.053,0.986,3.76e-06,0.108,0.0618,76.443,4,romance
93339,2r6Jay01kQTR0ztlXQbxf3,Nadezhda Obukhova,"Romansy Rossii, Chast’ 2",Ja vnov' pred toboju,0,171335,False,0.405,0.0576,9,-15.525,0,0.0431,0.993,0.0,0.0966,0.105,69.88,5,romance
93340,3Q4cgQC7JgtXqDcwZJ29Pp,Nikolay Kopylov,"Глинка, Романсы",В Крови Горит Огонь Желанья,0,76946,False,0.411,0.443,8,-8.237,1,0.0367,0.987,0.0638,0.142,0.364,137.253,4,romance
93341,0gmV4mbtJsmveGlVAdLGho,Nikolai Erdenko;Nikolai Erdenko Gypsy Band,The Famous Songs of Russian Gypsies,"Oj, rucheek, rucheek (A Brook): Rucheek (A Brook)",1,153280,False,0.36,0.815,2,-12.779,1,0.146,0.46,0.0,0.365,0.439,122.176,4,romance
93342,2sWCKLm6qrQ4Hu6Lkrh2Xb,Nikolai Erdenko,Лучшая цыганская музыка. Часть четвертая,Солнышко,0,213720,False,0.264,0.167,7,-20.194,0,0.0354,0.943,0.517,0.29,0.108,109.73,3,romance
93343,1OZtXGoPN2deUyjKLbl6CW,Vladimir Nechaev,Velikie ispolniteli Rossii XX veka: Vladimir Nechaev,"Okh, neprijatnost'",0,183072,False,0.334,0.357,9,-10.103,0,0.0305,0.984,0.0026,0.318,0.585,149.913,4,romance
93344,5saBHi3sDRRcrtLUC4zwuZ,Nikolai Erdenko,Шедевры цыганской музыки. Серебряная скрипка романса,Я Вас любил,0,199280,False,0.305,0.201,3,-13.253,1,0.036,0.926,0.265,0.17,0.04,102.865,5,romance
93345,6FkTSDv17BIUGGAQkS6CJX,Nadezhda Kazantseva;Viktor Smirnov;Bolshoi Theatre Orchestra,"Soviet Film Soundtracks (1928 - 1950), Volume 5","Song - From ""Spring Flow""",0,156431,False,0.48,0.222,8,-14.529,1,0.0544,0.991,0.000822,0.542,0.381,121.857,4,romance
93346,7x8eeMIQ7TRCa7p6HgkgNS,Oleg Pogudin,La serenata (Live),"Funiculì, funiculà (Live)",0,157893,False,0.565,0.604,3,-8.867,1,0.0716,0.733,0.00427,0.484,0.59,127.955,4,romance
93347,0egeqq8xpExQHfPNuXfNfD,Vladimir Nechaev,"Russian Legends - Vladimir Nechaev, Volume 1",Ogonyok,0,181800,False,0.433,0.307,10,-14.509,1,0.0475,0.992,0.174,0.2,0.536,127.73,4,romance
93348,7gtO54x88Y7GhY0jHgiV6P,Gelena Velikanova,Первая встреча (2022 Remastered),До завтра - 2022 Remastered,0,204752,False,0.446,0.0714,2,-14.648,1,0.064,0.972,0.0228,0.0942,0.504,202.618,3,romance
93349,2CiemyCTNfoTqKHxzZIk0w,Gelena Velikanova,Первая встреча (2022 Remastered),Ты не все сказал - 2022 Remastered,0,187421,False,0.591,0.0729,9,-16.353,0,0.211,0.99,0.00206,0.191,0.336,108.008,4,romance
93350,4f7ScGcFtjjBLs35q4vfTH,Tatiana and Sergey Nikitin,The Blue Color Vol.2,No one will be in the house,3,125544,False,0.762,0.108,0,-21.761,0,0.196,0.93,0.0677,0.116,0.786,87.822,4,romance
93351,4v16scAVhylOWvkkcmd4DX,Izabella Yurieva,Счастье мое,"Саша, ты помнишь наши встречи?",1,188637,False,0.597,0.38,11,-9.514,0,0.0747,0.988,0.000231,0.194,0.732,103.193,4,romance
93352,5MNxzyo5mrSoy3UkL9wbvT,Tatiana and Sergey Nikitin,Brich-Mulla Vol.1,Brich-Mulla,4,283872,False,0.74,0.23,0,-13.538,0,0.127,0.837,0.0,0.0949,0.765,133.99,4,romance
93353,7485lzxQ1okfLNPNe8rpXV,Vadim Kozin,Последний концерт,Над рекой,0,111346,False,0.653,0.0639,5,-21.565,0,0.0709,0.995,0.163,0.128,0.6,107.638,4,romance
93354,41wRhP83bDYvNx0l1n2JWk,Александр Цфасман;Леонид Кострица,Александр Цфасман и звёзды советской эстрады,Перелётные птицы,0,186827,False,0.628,0.361,5,-13.485,0,0.0563,0.982,0.136,0.109,0.898,115.423,4,romance
93355,31V8fcY1mQGjqDIrFSNy2w,Александр Цфасман;Павел Михайлов,Избранное,Тебя здесь нет,0,177240,False,0.473,0.224,4,-15.187,0,0.0389,0.977,0.0383,0.128,0.571,124.432,4,romance
93356,51QhZPWIe5gD5PgSV7luyl,Александр Цфасман;Вокальное Трио,Я люблю танцевать,Мечты,0,170893,False,0.373,0.14,5,-20.719,0,0.0506,0.976,0.367,0.156,0.226,117.624,3,romance
93357,6oUDN88DZ8XKIVDfJEyzkN,Галина Карева,Не пробуждай воспоминаний (Имена на все времена),"Уйди, совсем уйди",0,221120,False,0.371,0.148,7,-15.852,0,0.0558,0.945,0.0,0.113,0.225,166.279,3,romance
93358,4HlCz7PGRfUNZHgvTWI7th,Валерий Агафонов,За кордоном – любовь,Шарманщик,0,220480,False,0.433,0.15,9,-16.9,1,0.0437,0.958,0.077,0.107,0.115,139.806,4,romance
93359,5X7UA8fbdiFr9BgxhDeClb,Александр Добронравов,Лучшие песни,Ангел ЗЗЗ,0,264869,False,0.379,0.334,9,-7.474,0,0.0309,0.665,0.0,0.115,0.131,128.577,4,romance
93360,52VSOpFbg4GBpPNNv4ulbP,"Группа ""Загадка""",20 золотых дворовых песен. Разлука,В больнице больная лежала,0,196280,False,0.363,0.154,2,-10.63,0,0.0319,0.901,0.0,0.14,0.411,143.521,3,romance
93361,05WLq8RH59gRD3gMnmxUKb,Vadim Kozin,Романсы и таборные песни,В последний раз,0,183954,False,0.419,0.0273,5,-23.017,0,0.0469,0.991,0.00466,0.0592,0.0786,72.274,3,romance
93362,1aW7Cno3iDf1jIraOXLOKJ,Irina Karatcheva,Возвращение. русские романсы,В лунном сияньи,0,125406,False,0.388,0.0369,9,-21.176,0,0.047,0.984,0.0,0.115,0.385,98.997,3,romance
93363,4worcVBM2RyWpQIyE7hJj5,Oleg Pogudin,Юбилей,Ещё один романс,0,159720,False,0.403,0.328,0,-11.581,0,0.0481,0.867,0.0,0.11,0.198,87.821,3,romance
93364,1vNamT7fPcHPQdYCFMiXoI,Oleg Pogudin,Я сохраню слова любви,Дремлют плакучие ивы,1,177800,False,0.295,0.0736,2,-23.546,0,0.0416,0.886,0.0166,0.114,0.243,73.922,4,romance
93365,4V1CEf4NktNY6CfHKBqSKy,Vadim Kozin,Velikie ispolniteli Rossii XX veka: Vadim Kozin (Deluxe Version),Kovyl',0,189653,False,0.502,0.0984,2,-15.272,0,0.0918,0.994,0.0128,0.127,0.48,64.687,4,romance
93366,2abeQBWSIzjO8J1KrPFZHy,Oleg Pogudin,Русский романс. Часть I,Забыли вы…,0,190933,False,0.474,0.0538,7,-21.541,0,0.0488,0.912,0.0,0.0901,0.207,93.964,3,romance
93367,56ZB19eqTsiuSkAz5aQIuc,Vadim Kozin,Чудо-чудеса,Одевэс - Колечки бирюзовые,0,94410,False,0.62,0.213,5,-14.271,0,0.0773,0.993,0.0,0.179,0.569,102.123,4,romance
93368,22lPvFQRM48nDvv0ozgsMI,Oleg Pogudin,Любовь и разлука. Песни Исаака Шварца,Затихнет шрапнель,0,129653,False,0.583,0.318,6,-9.946,0,0.0461,0.719,0.0,0.12,0.586,106.209,4,romance
93369,0UswNGtK684rqSxXFP18Uw,Vadim Kozin,Последний концерт,"Давно, давно я с Вами не был вместе",0,173693,False,0.518,0.0331,3,-22.008,1,0.093,0.994,0.0183,0.195,0.316,93.295,3,romance
93370,7dwSsdCOY36upP3jChvTIJ,Vadim Kozin,Velikie ispolniteli Rossii XX veka: Vadim Kozin (Deluxe Version),Chudo-chudesa,0,180950,False,0.596,0.302,10,-10.254,1,0.104,0.989,0.000277,0.0786,0.81,101.37,3,romance
93371,3IMEE1Goc1XeMlWUlVMqWA,Yuri Morfessi,Очи чёрные,Дорогой длинною,0,169341,False,0.267,0.399,7,-8.025,0,0.0367,0.995,0.00348,0.151,0.345,80.067,4,romance
93372,7GMYzt2h1jUs3PNefSool2,Izabella Jur'eva,Velikie ispolniteli Rossii XX veka: Izabella Jur'eva (Deluxe Version),Laskovo vzgljani,0,164364,False,0.545,0.217,11,-14.524,0,0.0788,0.995,0.338,0.123,0.702,80.063,4,romance
93373,6x5sUSnjTj5pqOMEMbIhj8,Алёша Димитриевич,"Шедевры русской эстрады. Мама, я жулика люблю",Я милого узнаю по походочке,0,162186,False,0.484,0.391,7,-14.147,1,0.123,0.92,0.00673,0.203,0.577,181.397,4,romance
93374,1gXqg06Sc5301iRoKNhRRL,"Nikolai Erdenko;Ансамбль ""Джанг""",Шедевры цыганской музыки. Классика цыганской песни,У реки,0,134173,False,0.536,0.391,6,-17.031,1,0.0387,0.933,0.00462,0.15,0.82,154.325,4,romance
93375,3Q4cgQC7JgtXqDcwZJ29Pp,Nikolay Kopylov,"Глинка, Романсы",В Крови Горит Огонь Желанья,0,76946,False,0.411,0.443,8,-8.237,1,0.0367,0.987,0.0638,0.142,0.364,137.253,4,romance
93376,02MRylJ1WAgxzdqfNfdIsR,Oleg Pogudin,Любовь и разлука. Песни Исаака Шварца,"Город пышный, город бедный",0,114600,False,0.446,0.121,4,-12.737,0,0.0414,0.937,0.0,0.125,0.18,107.573,3,romance
93377,5ybfqo1EiDwIhOvzBfJwx4,Vadim Kozin,Velikie ispolniteli Rossii XX veka: Vadim Kozin (Deluxe Version),Vsegda i vezde za toboju,0,179229,False,0.38,0.137,4,-14.335,0,0.0528,0.989,0.00248,0.113,0.349,94.145,5,romance
93378,3R073bM874OdRBZvEPzY7N,Konstantin Pluzhnikov;Mr.Gr.Ig.Al.,Стаканчики гранёные (Cut Glasses),Андрюша (Andryusha),0,137200,False,0.525,0.434,6,-12.175,1,0.107,0.738,0.0,0.519,0.865,150.739,4,romance
93379,3Z86aT11fOYi5fNiUxwjgm,"Nikolai Erdenko;Ансамбль ""Джанг""",Шедевры цыганской музыки. Классика цыганской песни,Две женщины,0,240120,False,0.541,0.228,8,-20.177,0,0.0505,0.899,0.434,0.153,0.33,82.514,4,romance
93380,4HC6cDv1j6fpbQ6FOPGm7O,Valentina Ponomaryova;Ансамбль ударных инструментов Марка Пекарского;Сергей Скрипка;Государственный Симфонический оркестр кинематографии,Terra Incognita,The Cat that Walked by Himself: First Witchcraft. Dog,0,398200,False,0.34,0.168,1,-25.023,1,0.0895,0.599,0.0369,0.16,0.0372,95.744,4,romance
93381,2Pgc97g0nMT8zTtumxVrXv,Oleg Pogudin,Je chante,Tombe la neige,0,180316,False,0.417,0.2,10,-10.918,0,0.0363,0.933,0.0397,0.112,0.341,110.67,4,romance
93382,2r6Jay01kQTR0ztlXQbxf3,Nadezhda Obukhova,"Romansy Rossii, Chast’ 2",Ja vnov' pred toboju,0,171335,False,0.405,0.0576,9,-15.525,0,0.0431,0.993,0.0,0.0966,0.105,69.88,5,romance
93383,2sWCKLm6qrQ4Hu6Lkrh2Xb,Nikolai Erdenko,Лучшая цыганская музыка. Часть четвертая,Солнышко,0,213720,False,0.264,0.167,7,-20.194,0,0.0354,0.943,0.517,0.29,0.108,109.73,3,romance
93384,4EJPDUuKsCArRCvhDx2YW9,Nikolay Kopylov,"Петр Чайковский, Романсы","Благословляю Вас, Леса",0,241453,False,0.39,0.351,5,-11.02,1,0.039,0.989,0.000485,0.085,0.116,75.389,4,romance
93385,2xRdvPX2IrKELYj9WvshTp,Vadim Kozin,Velikie ispolniteli Rossii XX veka: Vadim Kozin (Deluxe Version),"No ja znaju, ty ljubish' drugogo",0,164000,False,0.488,0.156,0,-11.457,0,0.0922,0.981,0.00855,0.116,0.402,130.864,5,romance
93386,5saBHi3sDRRcrtLUC4zwuZ,Nikolai Erdenko,Шедевры цыганской музыки. Серебряная скрипка романса,Я Вас любил,0,199280,False,0.305,0.201,3,-13.253,1,0.036,0.926,0.265,0.17,0.04,102.865,5,romance
93387,1OZtXGoPN2deUyjKLbl6CW,Vladimir Nechaev,Velikie ispolniteli Rossii XX veka: Vladimir Nechaev,"Okh, neprijatnost'",0,183072,False,0.334,0.357,9,-10.103,0,0.0305,0.984,0.0026,0.318,0.585,149.913,4,romance
93388,6FkTSDv17BIUGGAQkS6CJX,Nadezhda Kazantseva;Viktor Smirnov;Bolshoi Theatre Orchestra,"Soviet Film Soundtracks (1928 - 1950), Volume 5","Song - From ""Spring Flow""",0,156431,False,0.48,0.222,8,-14.529,1,0.0544,0.991,0.000822,0.542,0.381,121.857,4,romance
93389,6R0TQQtu4guq2l4p4LIuuC,Sergei Lemeshev,"Romansy: Gori, gori, moja zvezda…",Svidanie,0,196204,False,0.29,0.306,10,-9.223,0,0.053,0.986,3.76e-06,0.108,0.0618,76.443,4,romance
93390,115R7u3I6ICJNKI6ErESlp,Nikolai Erdenko,Лучшая цыганская музыка. Часть вторая,Я не могу любить,0,182840,False,0.303,0.108,2,-18.41,1,0.0396,0.948,1.7e-06,0.0742,0.0615,98.239,4,romance
93391,0CzptLVu8meMD9m5jKpueg,Vadim Kozin,Velikie ispolniteli Rossii XX veka: Vadim Kozin (Deluxe Version),"Smeysja, smeysja gromche vsekh",0,190030,False,0.53,0.241,7,-11.996,0,0.119,0.995,1.1e-06,0.112,0.63,81.853,4,romance
93392,1JjlEP76VzsKKBRa2JdvIy,Nikolai Erdenko,Лучшая цыганская музыка. Часть вторая,Только раз бывают в жизни…,0,225093,False,0.333,0.131,2,-17.756,0,0.0373,0.97,0.0228,0.217,0.126,80.065,5,romance
93393,7x8eeMIQ7TRCa7p6HgkgNS,Oleg Pogudin,La serenata (Live),"Funiculì, funiculà (Live)",0,157893,False,0.565,0.604,3,-8.867,1,0.0716,0.733,0.00427,0.484,0.59,127.955,4,romance
93394,2rv9vjsnacgOKvZd2jBD66,Nikolai Erdenko,Шедевры цыганской музыки. Серебряная скрипка романса,Я помню вальса звук прелестный,0,125826,False,0.35,0.16,7,-14.295,0,0.0401,0.909,0.804,0.102,0.212,95.345,3,romance
93395,2Lvca9B2AQKTNx2yNxnWbr,Sergei Lemeshev;Евгений Белоусов;Валентина Петрова;Лариса Авдеева;Galina Vishnevskaya;Boris Khaikin;Оркестр Большого театра,"Tchaikovsky: Eugene Onegin, Op. 24","Eugene Onegin, Op. 24, Act I Scene 1: No. 5b, Quartet ""Skazhi, kotoraya Tatyana""",3,91037,False,0.272,0.326,2,-15.958,0,0.0931,0.948,0.0,0.135,0.479,163.233,5,romance
93396,7gtO54x88Y7GhY0jHgiV6P,Gelena Velikanova,Первая встреча (2022 Remastered),До завтра - 2022 Remastered,0,204752,False,0.446,0.0714,2,-14.648,1,0.064,0.972,0.0228,0.0942,0.504,202.618,3,romance
93397,3KKk48f33mlB56F5L5nbJk,Nikolay Kopylov,Popular Opera Arias,"""Don Carlos"" Roderigo'S Death Aria",0,235547,False,0.167,0.332,1,-9.888,1,0.0359,0.992,0.191,0.113,0.0527,62.97,4,romance
93398,2CiemyCTNfoTqKHxzZIk0w,Gelena Velikanova,Первая встреча (2022 Remastered),Ты не все сказал - 2022 Remastered,0,187421,False,0.591,0.0729,9,-16.353,0,0.211,0.99,0.00206,0.191,0.336,108.008,4,romance
93399,6P2z6tZi1K8pyHXV1i0DnK,Nikolay Kopylov,У камина (Старинные Русские Романсы)/ At a Fireplace,Твои глаза зеленые ( Green Eyes),0,219880,False,0.359,0.448,2,-7.961,1,0.063,0.869,0.00046,0.317,0.49,76.832,4,romance
93400,41wRhP83bDYvNx0l1n2JWk,Александр Цфасман;Леонид Кострица,Александр Цфасман и звёзды советской эстрады,Перелётные птицы,0,186827,False,0.628,0.361,5,-13.485,0,0.0563,0.982,0.136,0.109,0.898,115.423,4,romance
93401,4RLEptaOiYYtnZ07Nq87k2,Надежда Обухова;Матвей Сахаров,Песни советских композиторов,Осенние листья,0,208202,False,0.281,0.0665,9,-20.983,0,0.0495,0.988,1.23e-05,0.0904,0.159,74.017,3,romance
93402,4v16scAVhylOWvkkcmd4DX,Izabella Yurieva,Счастье мое,"Саша, ты помнишь наши встречи?",1,188637,False,0.597,0.38,11,-9.514,0,0.0747,0.988,0.000231,0.194,0.732,103.193,4,romance
93403,4f7ScGcFtjjBLs35q4vfTH,Tatiana and Sergey Nikitin,The Blue Color Vol.2,No one will be in the house,3,125544,False,0.762,0.108,0,-21.761,0,0.196,0.93,0.0677,0.116,0.786,87.822,4,romance
93404,35fXLEkCzyQJg0DET8wvhh,Boris Shtokolov;Оркестр народных инструментов имени Василия Андреева,Лучшие застольные,Вечерний звон,0,327493,False,0.226,0.421,6,-12.479,1,0.0854,0.926,0.364,0.348,0.0726,97.329,3,romance
93405,4w0kFToo4KieF43IMDb9ED,Татьяна Комова;Георгий Квик,Ромэн. Русские цыганские романсы,Солнышко,0,214373,False,0.306,0.202,9,-18.504,0,0.0333,0.978,0.0479,0.215,0.174,79.701,4,romance
93406,5X7UA8fbdiFr9BgxhDeClb,Александр Добронравов,Лучшие песни,Ангел ЗЗЗ,0,264869,False,0.379,0.334,9,-7.474,0,0.0309,0.665,0.0,0.115,0.131,128.577,4,romance
93407,6oUDN88DZ8XKIVDfJEyzkN,Галина Карева,Не пробуждай воспоминаний (Имена на все времена),"Уйди, совсем уйди",0,221120,False,0.371,0.148,7,-15.852,0,0.0558,0.945,0.0,0.113,0.225,166.279,3,romance
93408,7485lzxQ1okfLNPNe8rpXV,Vadim Kozin,Последний концерт,Над рекой,0,111346,False,0.653,0.0639,5,-21.565,0,0.0709,0.995,0.163,0.128,0.6,107.638,4,romance
93409,5ffAjEtQBzn7d7I9pl2kB0,Владимир Бунчиков,Мы в жизнь идем (1936 - 1958),На крейсере Молотов,0,199457,False,0.338,0.496,0,-12.617,1,0.0766,0.991,0.0,0.639,0.304,115.665,4,romance
93410,3ENn9ahP78mdUTHXDhnyFu,Izabella Jur'eva,Estrada 30-kh: Luchshie otechestvennye ispolniteli 30-kh godov XX veka,Belaja noch',0,196109,False,0.543,0.227,4,-11.044,0,0.042,0.994,0.000539,0.156,0.423,103.841,4,romance
93411,4HlCz7PGRfUNZHgvTWI7th,Валерий Агафонов,За кордоном – любовь,Шарманщик,0,220480,False,0.433,0.15,9,-16.9,1,0.0437,0.958,0.077,0.107,0.115,139.806,4,romance
93412,6FwmTj0KzcljTlBd0VqBcA,Vadim Kozin,Легенды русской эстрады. Вадим Козин. Часть вторая,Мой костер,0,173000,False,0.464,0.191,5,-14.734,0,0.0509,0.995,0.553,0.155,0.461,80.211,4,romance
